LoyaltyNumber,CustomerID,MembershipLevel,JoinDate,CurrentPoints,LifetimePointsEarned,LifetimePointsRedeemed
101530,1530,Silver,2022-06-23,4970,47408,30394
101531,1531,Bronze,2026-07-25,3765,74397,58340
101532,1532,Gold,2023-05-25,4134,28517,33495
101533,1533,Bronze,2023-01-30,202,28467,54367
101534,1534,Bronze,2023-06-20,5471,27147,32741
101535,1535,Platinum,2025-06-06,6366,43007,30007
101536,1536,Platinum,2021-09-03,9860,21760,32222
101537,1537,Silver,2023-04-06,9776,37500,52101
101538,1538,Platinum,2024-07-17,4071,10280,40394
101539,1539,Bronze,2023-01-22,4,4189,40584
101540,1540,Bronze,2023-12-27,183,36044,0
101541,1541,Bronze,2023-09-07,6249,74563,10452
101542,1542,Bronze,2022-05-20,6030,28320,42321
101543,1543,Bronze,2025-10-11,6933,48966,4987
101544,1544,Bronze,2026-01-02,366,39089,50491
101545,1545,Bronze,2022-09-22,1967,39690,9295
101546,1546,Bronze,2026-07-17,3353,15871,41727
101547,1547,Gold,2022-08-19,497,62556,11441
101548,1548,Bronze,2022-11-21,1410,30876,29834
101549,1549,Gold,2021-10-16,9499,73165,17900
101550,1550,Bronze,2025-07-15,9227,62978,4147
101551,1551,Gold,2022-01-30,2511,28342,4270
101552,1552,Bronze,2023-07-17,6183,4018,2435
101553,1553,Silver,2022-12-14,7630,54157,11470
101554,1554,Platinum,2023-03-28,9449,5871,43031
101555,1555,Bronze,2024-08-22,4601,37005,47111
101556,1556,Silver,2022-08-02,4379,3299,43990
101557,1557,Bronze,2023-04-28,3081,30878,45198
101558,1558,Silver,2023-02-09,31,5883,57247
101559,1559,Silver,2025-11-01,7132,73361,46068
101560,1560,Silver,2022-06-04,3793,6298,18777
101561,1561,Bronze,2021-12-17,9798,48242,29901
101562,1562,Gold,2024-01-26,8922,21582,24462
101563,1563,Silver,2025-12-23,6082,72323,35439
101564,1564,Bronze,2024-10-28,5681,53446,11400
101565,1565,Silver,2026-06-20,6096,61374,22769
101566,1566,Gold,2022-08-29,2418,64916,44283
101567,1567,Silver,2025-09-05,5903,56685,5665
101568,1568,Silver,2025-09-23,2255,43721,23505
101569,1569,Silver,2025-03-13,7385,70775,56478
101570,1570,Silver,2025-12-13,700,45117,33184
101571,1571,Platinum,2026-01-21,2376,78584,22390
101572,1572,Silver,2023-08-09,2612,75295,9143
101573,1573,Platinum,2023-03-27,3372,52050,5357
101574,1574,Gold,2024-11-22,1833,65817,35651
101575,1575,Bronze,2023-11-08,1700,75527,264
101576,1576,Bronze,2025-05-25,9018,21687,48477
101577,1577,Bronze,2024-10-28,5486,64217,7662
101578,1578,Bronze,2026-06-29,6116,71986,25884
101579,1579,Silver,2023-03-19,6435,28814,37815
101580,1580,Bronze,2021-09-18,6684,14049,14798
101581,1581,Silver,2024-06-02,7432,20508,54679
101582,1582,Silver,2025-02-11,3085,178,58535
101583,1583,Gold,2022-02-21,8265,14229,32453
101584,1584,Bronze,2024-12-01,1183,40280,15848
101585,1585,Gold,2024-07-24,4962,27526,35518
101586,1586,Silver,2021-08-24,3129,3180,1062
101587,1587,Bronze,2022-02-25,1983,27243,12170
101588,1588,Gold,2021-11-30,1168,8884,16609
101589,1589,Silver,2026-02-10,1948,55401,23430
101590,1590,Silver,2024-06-08,173,78423,19674
101591,1591,Bronze,2025-02-23,6142,27421,19908
101592,1592,Silver,2021-08-15,9661,62810,41629
101593,1593,Silver,2026-02-05,686,64500,2065
101594,1594,Silver,2022-06-10,5758,4168,16762
101595,1595,Gold,2024-01-07,6287,70750,50448
101596,1596,Bronze,2021-10-09,9619,46113,44882
101597,1597,Silver,2024-09-12,447,49903,2534
101598,1598,Platinum,2021-09-03,1422,62342,16525
101599,1599,Silver,2023-09-13,1359,32263,47466
101600,1600,Gold,2024-05-02,1540,59696,24893
101601,1601,Gold,2023-04-23,3954,79216,30754
101602,1602,Bronze,2024-11-06,5075,72533,50932
101603,1603,Gold,2024-08-28,7392,28484,40220
101604,1604,Silver,2025-02-27,168,16927,38890
101605,1605,Gold,2023-01-14,462,66461,29126
101606,1606,Bronze,2022-06-04,2969,60809,18005
101607,1607,Silver,2024-06-05,6359,70310,42841
101608,1608,Gold,2025-02-17,4148,76863,7711
101609,1609,Silver,2023-06-16,8046,22895,59130
101610,1610,Silver,2025-04-26,2666,5318,19024
101611,1611,Silver,2022-03-08,6991,14475,45010
101612,1612,Bronze,2022-02-27,1258,26199,31597
101613,1613,Silver,2026-02-16,93,50864,50838
101614,1614,Gold,2025-03-24,2893,49477,2875
101615,1615,Bronze,2022-12-11,3660,44673,56725
101616,1616,Silver,2025-09-14,8083,30080,46781
101617,1617,Silver,2025-01-07,1902,13408,10776
101618,1618,Bronze,2022-10-01,9915,73863,1551
101619,1619,Silver,2021-11-16,6007,56457,1345
101620,1620,Gold,2024-06-02,6034,71335,6968
101621,1621,Silver,2024-03-25,549,36656,28592
101622,1622,Silver,2021-12-01,6918,8873,4271
101623,1623,Bronze,2022-10-08,5859,62310,26301
101624,1624,Silver,2023-07-03,3985,18125,7930
101625,1625,Bronze,2025-05-31,1415,74866,12241
101626,1626,Silver,2024-11-11,7308,71654,24465
101627,1627,Silver,2023-09-24,7829,8858,51773
101628,1628,Silver,2025-06-09,9537,54266,7592
101629,1629,Silver,2024-08-03,3805,26635,9659
101630,1630,Bronze,2023-05-23,6401,1567,24370
101631,1631,Bronze,2024-04-21,199,14878,34377
101632,1632,Silver,2025-03-20,9594,69636,580
101633,1633,Bronze,2026-06-26,2245,41981,15969
101634,1634,Gold,2022-05-26,3498,24828,43518
101635,1635,Silver,2025-04-13,7843,28165,6491
101636,1636,Bronze,2022-06-30,9060,71062,56275
101637,1637,Gold,2024-10-04,2393,16740,56219
101638,1638,Silver,2024-07-15,1114,62711,33645
101639,1639,Platinum,2024-05-26,1189,74307,10795
101640,1640,Bronze,2022-08-31,6774,47511,14768
101641,1641,Gold,2025-09-03,6658,7921,49307
101642,1642,Silver,2022-03-27,5250,51824,1813
101643,1643,Bronze,2024-01-22,6122,51319,29479
101644,1644,Silver,2024-02-19,3681,16788,31415
101645,1645,Silver,2025-06-26,8348,53384,42338
101646,1646,Gold,2023-02-13,2576,31732,39254
101647,1647,Silver,2021-12-15,8145,9937,28360
101648,1648,Silver,2022-10-09,6837,8794,36810
101649,1649,Bronze,2026-03-20,2384,5336,24216
101650,1650,Bronze,2023-09-18,4601,60983,42609
101651,1651,Gold,2021-10-19,5594,39879,54809
101652,1652,Silver,2025-08-21,5359,40488,56058
101653,1653,Platinum,2022-07-17,8379,64035,25303
101654,1654,Gold,2024-12-20,9659,73524,44707
101655,1655,Silver,2021-10-20,9404,18091,30757
101656,1656,Bronze,2025-09-29,8022,44980,34913
101657,1657,Silver,2023-07-20,1031,33076,41230
101658,1658,Bronze,2025-10-17,4444,37972,38956
101659,1659,Silver,2024-12-24,5129,42588,59455
101660,1660,Bronze,2026-01-22,3133,45780,20076
101661,1661,Bronze,2025-05-07,5488,67952,44308
101662,1662,Silver,2021-10-10,4323,78449,27777
101663,1663,Silver,2025-07-14,3085,18355,52575
101664,1664,Gold,2024-08-20,4833,24999,45030
101665,1665,Silver,2025-07-31,8892,72570,21046
101666,1666,Bronze,2023-01-15,7580,76351,34086
101667,1667,Bronze,2022-07-30,4775,32478,13482
101668,1668,Silver,2021-08-22,5527,24096,58148
101669,1669,Silver,2024-01-22,8142,49251,16097
101670,1670,Bronze,2021-11-13,4435,74573,30086
101671,1671,Silver,2023-05-31,2397,33487,39713
101672,1672,Bronze,2021-12-05,2038,49456,53288
101673,1673,Silver,2023-11-27,6440,528,4361
101674,1674,Bronze,2025-10-17,4174,64987,29803
101675,1675,Platinum,2024-02-03,9021,76591,53815
101676,1676,Bronze,2022-07-22,9297,55214,13054
101677,1677,Bronze,2023-05-27,7007,64267,39011
101678,1678,Bronze,2024-01-02,7162,50809,20522
101679,1679,Bronze,2021-10-07,2967,16210,23680
101680,1680,Gold,2022-11-16,892,5478,55520
101681,1681,Bronze,2024-03-26,1760,71991,35076
101682,1682,Bronze,2022-05-24,1571,55578,13427
101683,1683,Bronze,2022-11-19,9282,7948,645
101684,1684,Bronze,2022-03-06,4541,37349,28167
101685,1685,Bronze,2022-12-26,3611,79223,37395
101686,1686,Gold,2022-11-17,9054,46440,55100
101687,1687,Bronze,2025-10-03,376,72675,38280
101688,1688,Bronze,2022-03-21,3602,22623,52803
101689,1689,Platinum,2025-11-17,6279,26726,35501
101690,1690,Silver,2025-11-19,2627,12050,37436
101691,1691,Gold,2022-08-17,4419,63834,8163
101692,1692,Bronze,2025-12-02,6658,29063,15861
101693,1693,Silver,2024-02-01,2713,22846,14440
101694,1694,Bronze,2021-09-03,51,31396,43985
101695,1695,Bronze,2024-03-24,9496,78706,55678
101696,1696,Bronze,2026-02-21,3496,30532,6577
101697,1697,Gold,2024-10-16,6693,58313,29001
101698,1698,Bronze,2026-06-27,6299,49928,1509
101699,1699,Silver,2024-01-08,4451,26986,57790
101700,1700,Silver,2026-03-02,7154,68773,22432
101701,1701,Bronze,2021-08-20,8176,66626,40346
101702,1702,Bronze,2022-10-25,7244,79602,13465
101703,1703,Bronze,2023-04-06,1267,78868,54849
101704,1704,Silver,2025-09-21,6187,22170,51646
101705,1705,Silver,2023-10-02,3570,41284,23151
101706,1706,Silver,2024-02-26,4075,38199,58880
101707,1707,Bronze,2024-01-19,9837,61666,1590
101708,1708,Silver,2025-04-23,9229,32091,42301
101709,1709,Silver,2023-05-04,7409,2967,25484
101710,1710,Silver,2021-09-16,5890,50034,1343
101711,1711,Silver,2023-04-27,7296,55692,5862
101712,1712,Silver,2026-01-11,5705,30057,17637
101713,1713,Bronze,2024-09-21,4257,62821,10361
101714,1714,Bronze,2022-08-24,9592,67886,39262
101715,1715,Silver,2021-08-24,3206,4857,24998
101716,1716,Bronze,2024-08-27,3745,11892,46340
101717,1717,Platinum,2025-10-30,1513,72559,3281
101718,1718,Bronze,2022-12-21,8605,33542,29694
101719,1719,Bronze,2022-01-06,2320,57233,18252
101720,1720,Gold,2023-06-16,3047,30127,26834
101721,1721,Bronze,2022-09-19,8528,8852,15192
101722,1722,Gold,2024-09-15,854,75153,42901
101723,1723,Gold,2025-09-27,2882,37880,35909
101724,1724,Silver,2022-10-15,6934,22110,15482
101725,1725,Bronze,2023-08-15,3201,79088,46696
101726,1726,Bronze,2025-05-27,1663,35364,53561
101727,1727,Gold,2024-08-25,8748,16370,51056
101728,1728,Silver,2025-09-18,6044,23551,10008
101729,1729,Silver,2026-01-17,3060,32297,51570
101730,1730,Bronze,2021-11-21,2814,35795,33636
101731,1731,Gold,2023-08-28,8206,66227,58644
101732,1732,Bronze,2022-03-24,2211,21989,3168
101733,1733,Silver,2023-01-22,2167,31809,56471
101734,1734,Silver,2024-08-11,6016,75317,51325
101735,1735,Bronze,2024-12-19,4027,59730,11478
101736,1736,Gold,2024-03-11,4066,21345,41951
101737,1737,Silver,2024-10-02,692,8891,24734
101738,1738,Bronze,2024-09-18,4705,60494,34661
101739,1739,Gold,2024-03-22,6471,72230,35485
101740,1740,Gold,2026-06-09,8602,61260,42424
101741,1741,Platinum,2022-10-18,5798,79466,37845
101742,1742,Gold,2022-10-05,6638,33055,34306
101743,1743,Platinum,2023-08-09,2734,66049,56225
101744,1744,Silver,2023-03-09,596,27217,4811
101745,1745,Silver,2024-08-29,6021,39217,7571
101746,1746,Silver,2022-07-19,6756,50244,24637
101747,1747,Bronze,2024-01-06,391,41328,31930
101748,1748,Bronze,2025-06-03,262,28355,28543
101749,1749,Gold,2026-07-13,2411,59074,56701
101750,1750,Silver,2022-08-17,2291,39680,25975
101751,1751,Bronze,2021-11-11,268,29862,59222
101752,1752,Silver,2022-06-20,7975,52429,30562
101753,1753,Gold,2024-06-26,6087,26929,30362
101754,1754,Bronze,2026-05-12,841,32260,9537
101755,1755,Gold,2022-10-29,1659,38821,24512
101756,1756,Bronze,2022-11-14,7620,50766,58133
101757,1757,Silver,2022-05-04,7100,10339,39206
101758,1758,Bronze,2022-04-17,8397,72400,31267
101759,1759,Bronze,2026-01-13,7855,8980,23100
101760,1760,Bronze,2023-11-13,5084,66516,10875
101761,1761,Bronze,2023-03-01,1659,19228,48780
101762,1762,Gold,2025-06-14,4417,7949,1617
101763,1763,Silver,2025-10-07,8537,48762,1582
101764,1764,Silver,2022-05-28,5472,60431,22736
101765,1765,Silver,2024-09-18,4668,48330,3336
101766,1766,Gold,2022-11-22,9594,16260,57903
101767,1767,Silver,2024-09-26,7987,56907,50045
101768,1768,Silver,2024-06-20,8978,74332,33157
101769,1769,Bronze,2025-09-13,2512,49635,21636
101770,1770,Silver,2024-01-16,7206,35110,9434
101771,1771,Bronze,2025-04-10,3216,12314,40427
101772,1772,Bronze,2021-11-22,6461,28966,2745
101773,1773,Bronze,2023-05-18,198,17524,12746
101774,1774,Silver,2023-05-23,3172,54834,52394
101775,1775,Gold,2025-08-21,2484,56056,35851
101776,1776,Silver,2022-06-19,3450,174,4340
101777,1777,Bronze,2026-01-06,613,34900,47660
101778,1778,Silver,2021-12-20,1082,28817,30690
101779,1779,Platinum,2023-01-07,2713,64781,7486
101780,1780,Bronze,2023-03-22,7530,45023,40422
101781,1781,Gold,2022-03-28,6096,61563,16913
101782,1782,Silver,2025-06-04,8977,43432,41387
101783,1783,Silver,2024-04-02,8629,20494,43761
101784,1784,Silver,2023-03-06,9662,68263,44734
101785,1785,Bronze,2022-12-03,9729,32251,14824
101786,1786,Gold,2022-02-25,7108,63459,17838
101787,1787,Bronze,2021-10-04,8336,39496,32694
101788,1788,Platinum,2026-04-12,6630,6822,38777
101789,1789,Bronze,2023-02-23,4221,14058,54006
101790,1790,Bronze,2022-05-18,3663,28798,57720
101791,1791,Platinum,2025-02-21,7607,20187,6461
101792,1792,Silver,2023-02-02,8287,47678,27043
101793,1793,Gold,2025-12-21,6869,74361,21706
101794,1794,Bronze,2022-11-25,3973,21392,40832
101795,1795,Silver,2026-05-06,1086,41250,58281
101796,1796,Bronze,2023-01-23,6650,56745,10095
101797,1797,Silver,2022-10-03,501,43849,24273
101798,1798,Bronze,2022-08-23,3861,63869,57613
101799,1799,Platinum,2022-08-01,6493,77225,14026
101800,1800,Silver,2024-05-24,3852,37647,15940
101801,1801,Silver,2022-05-30,2701,44154,10432
101802,1802,Silver,2022-10-12,9723,49494,55915
101803,1803,Bronze,2024-03-10,1345,10888,52179
101804,1804,Gold,2024-01-20,2458,70927,28084
101805,1805,Silver,2023-12-01,1512,20008,3365
101806,1806,Bronze,2025-01-23,2909,4384,8747
101807,1807,Bronze,2024-01-02,6009,46925,43650
101808,1808,Silver,2023-04-08,662,21755,58515
101809,1809,Bronze,2025-12-16,1637,5204,38198
101810,1810,Bronze,2023-04-18,647,127,53833
101811,1811,Platinum,2025-12-21,2784,51331,54014
101812,1812,Platinum,2024-08-10,1761,35139,38887
101813,1813,Bronze,2026-05-03,8619,9495,54512
101814,1814,Silver,2025-04-05,2271,8612,30299
101815,1815,Silver,2024-10-29,4259,20729,42170
101816,1816,Gold,2022-08-09,8435,12698,32533
101817,1817,Silver,2024-12-05,4648,4298,25781
101818,1818,Gold,2026-05-28,2667,62052,53101
101819,1819,Silver,2025-07-16,8337,40260,19244
101820,1820,Silver,2023-03-13,6571,54884,52885
101821,1821,Platinum,2023-01-23,5067,42909,13798
101822,1822,Bronze,2023-03-01,2436,20444,2411
101823,1823,Bronze,2025-09-29,9628,15529,9678
101824,1824,Bronze,2024-07-29,7355,16629,9786
101825,1825,Gold,2024-12-06,4628,43711,45070
101826,1826,Bronze,2023-12-14,3919,63223,28530
101827,1827,Silver,2022-07-19,9045,77127,19827
101828,1828,Platinum,2021-08-11,3436,62126,43003
101829,1829,Bronze,2026-02-14,2564,51322,12549
101830,1830,Bronze,2022-05-12,801,4212,55123
101831,1831,Gold,2025-05-10,4131,51160,12226
101832,1832,Gold,2022-10-23,7594,52199,51362
101833,1833,Gold,2023-10-15,5301,59031,8709
101834,1834,Gold,2024-03-13,6919,41359,59997
101835,1835,Gold,2021-08-27,3014,1075,56962
101836,1836,Gold,2024-11-21,4105,54599,6109
101837,1837,Silver,2022-11-08,5481,19520,2754
101838,1838,Gold,2021-10-14,3932,67311,39578
101839,1839,Silver,2025-10-27,4552,26610,47237
101840,1840,Bronze,2023-09-17,629,1309,41388
101841,1841,Bronze,2024-12-13,5619,48992,22097
101842,1842,Bronze,2025-06-17,7910,65777,13219
101843,1843,Bronze,2023-03-01,5447,66288,17920
101844,1844,Silver,2023-08-24,8662,77496,40138
101845,1845,Platinum,2026-07-30,3222,57108,50443
101846,1846,Platinum,2024-02-22,645,59731,47127
101847,1847,Silver,2024-11-13,4754,70720,49530
101848,1848,Silver,2022-04-08,4661,43695,1174
101849,1849,Silver,2025-08-18,1028,62295,54365
101850,1850,Gold,2024-01-20,7594,79891,37479
101851,1851,Bronze,2024-05-23,5163,77549,14607
101852,1852,Silver,2024-08-31,4919,5173,53525
101853,1853,Bronze,2025-03-09,9495,33410,25874
101854,1854,Bronze,2021-10-19,8695,30144,2657
101855,1855,Bronze,2025-05-19,7360,31423,26016
101856,1856,Bronze,2022-08-30,782,10075,52585
101857,1857,Gold,2026-07-19,8769,71736,27312
101858,1858,Bronze,2024-05-02,5016,78775,43470
101859,1859,Bronze,2024-10-17,9505,28072,35002
101860,1860,Silver,2025-08-15,4711,15287,56048
101861,1861,Bronze,2023-05-27,6373,73599,47560
101862,1862,Bronze,2024-08-26,8930,26348,931
101863,1863,Silver,2026-07-22,1305,43193,42391
101864,1864,Bronze,2022-05-01,7862,2811,6518
101865,1865,Bronze,2022-06-19,4230,22254,43087
101866,1866,Bronze,2024-09-22,4212,54570,10607
101867,1867,Platinum,2022-10-12,3343,21583,23686
101868,1868,Bronze,2026-05-18,4731,40665,35541
101869,1869,Silver,2024-06-30,1123,10091,10195
101870,1870,Gold,2025-03-12,54,31498,4324
101871,1871,Gold,2023-04-12,4424,23558,7429
101872,1872,Gold,2025-12-29,5530,16017,32798
101873,1873,Gold,2024-09-24,8758,61087,33474
101874,1874,Bronze,2024-04-15,4559,11014,23347
101875,1875,Gold,2022-12-27,5787,23220,25420
101876,1876,Gold,2022-02-07,8934,32904,47534
101877,1877,Bronze,2022-08-30,1415,8414,10635
101878,1878,Bronze,2021-09-09,2627,68530,53426
101879,1879,Silver,2023-11-01,3181,62842,49631
101880,1880,Silver,2025-09-30,488,44688,55935
101881,1881,Bronze,2022-12-24,7084,13675,52905
101882,1882,Silver,2023-11-17,6593,27934,10978
101883,1883,Bronze,2022-01-03,7920,76954,49003
101884,1884,Silver,2025-05-28,3715,64898,36533
101885,1885,Gold,2025-06-04,6345,42333,42108
101886,1886,Bronze,2024-09-08,687,4868,29681
101887,1887,Bronze,2025-03-30,9354,46685,1122
101888,1888,Platinum,2025-11-24,6103,44497,27232
101889,1889,Gold,2024-07-17,121,41409,56492
101890,1890,Silver,2022-10-20,2196,12679,38970
101891,1891,Silver,2023-02-28,1908,77810,8897
101892,1892,Silver,2025-08-26,9069,72399,47572
101893,1893,Gold,2026-01-07,1962,4357,51520
101894,1894,Gold,2024-05-11,5194,32348,20451
101895,1895,Silver,2022-06-09,6973,38563,2551
101896,1896,Gold,2025-09-26,899,39448,43569
101897,1897,Platinum,2022-05-21,2243,33953,53457
101898,1898,Bronze,2024-02-07,2507,36887,22278
101899,1899,Gold,2021-08-20,1218,69694,23841
101900,1900,Bronze,2026-05-14,5052,39398,26664
101901,1901,Bronze,2022-12-10,4671,43059,12109
101902,1902,Gold,2025-01-05,2251,68906,39512
101903,1903,Silver,2023-12-29,1640,47617,7430
101904,1904,Bronze,2025-01-15,4328,43849,20860
101905,1905,Gold,2024-03-08,2992,75651,13913
101906,1906,Silver,2024-06-01,1291,30445,3216
101907,1907,Bronze,2022-11-23,9014,71050,59832
101908,1908,Gold,2025-08-06,8993,75775,57036
101909,1909,Silver,2023-06-14,4869,72499,43116
101910,1910,Bronze,2026-04-14,6613,5439,20440
101911,1911,Platinum,2024-05-25,6884,12285,43115
101912,1912,Bronze,2022-10-22,852,18042,4505
101913,1913,Bronze,2024-06-12,9638,625,7001
101914,1914,Gold,2025-07-03,696,61602,53051
101915,1915,Bronze,2021-08-14,8879,14110,17320
101916,1916,Bronze,2023-01-19,9194,32550,5374
101917,1917,Bronze,2021-08-05,3033,74681,45920
101918,1918,Gold,2022-06-01,275,61745,14314
101919,1919,Gold,2024-06-24,2075,22299,48356
101920,1920,Platinum,2024-11-01,8350,31372,26732
101921,1921,Bronze,2023-03-27,8568,35923,37794
101922,1922,Gold,2024-07-19,3072,64672,35885
101923,1923,Bronze,2023-02-07,7040,27757,40190
101924,1924,Silver,2025-06-07,3153,69277,19182
101925,1925,Bronze,2025-05-17,6627,77533,26970
101926,1926,Platinum,2025-03-28,4713,35405,16320
101927,1927,Silver,2024-04-08,2042,55179,16711
101928,1928,Silver,2024-12-09,8153,290,7511
101929,1929,Silver,2024-07-08,3132,33252,45305
101930,1930,Bronze,2024-07-08,3020,76148,7862
101931,1931,Platinum,2024-03-31,4076,17460,46600
101932,1932,Bronze,2024-01-22,4095,6203,47923
101933,1933,Bronze,2023-01-11,6467,17527,14295
101934,1934,Bronze,2026-04-01,1845,75410,184
101935,1935,Silver,2022-03-27,1814,1903,27089
101936,1936,Bronze,2024-07-26,3380,58698,9462
101937,1937,Bronze,2025-07-17,2019,48433,21306
101938,1938,Platinum,2022-10-14,6205,68108,44585
101939,1939,Bronze,2025-10-30,3302,19225,13551
101940,1940,Bronze,2022-12-10,3080,31920,32106
101941,1941,Silver,2021-10-21,4487,57437,3206
101942,1942,Bronze,2023-03-28,7099,60862,10394
101943,1943,Bronze,2023-07-15,976,60228,34359
101944,1944,Bronze,2023-02-03,6773,14572,57757
101945,1945,Bronze,2024-01-15,4643,36712,11603
101946,1946,Silver,2022-06-19,225,62127,51491
101947,1947,Gold,2026-02-04,1069,76971,29781
101948,1948,Bronze,2025-10-02,3675,58996,13167
101949,1949,Silver,2024-11-17,4515,62599,25598
101950,1950,Bronze,2024-12-17,7870,29009,28713
101951,1951,Platinum,2023-08-26,280,30826,42285
101952,1952,Silver,2021-10-03,3586,72418,33403
101953,1953,Silver,2025-04-09,2370,14494,17542
101954,1954,Gold,2022-05-04,8552,33498,45213
101955,1955,Bronze,2025-10-31,8462,40760,48916
101956,1956,Silver,2024-09-19,1031,74438,57986
101957,1957,Bronze,2026-08-02,4633,33143,53065
101958,1958,Bronze,2024-12-21,9108,75389,52362
101959,1959,Platinum,2025-06-20,2997,65247,34624
101960,1960,Bronze,2022-05-28,320,43009,50363
101961,1961,Silver,2022-03-28,9074,55114,37221
101962,1962,Bronze,2026-01-23,7881,25451,12279
101963,1963,Bronze,2022-02-04,5019,55785,16460
101964,1964,Silver,2026-07-20,4455,76933,13072
101965,1965,Silver,2023-10-03,9856,74183,36963
101966,1966,Bronze,2024-04-12,6224,61946,40935
101967,1967,Bronze,2024-06-17,4012,42661,3001
101968,1968,Gold,2025-08-22,5847,61885,49737
101969,1969,Bronze,2026-03-25,5462,64738,14914
101970,1970,Silver,2025-07-24,9214,2253,45202
101971,1971,Bronze,2024-07-04,9259,18056,15158
